turk_uydu,cop_parca,cop_kaynak,mesafe_t0_km,hiz_t0_km_s,tahmin_t24_km,gercek_t24_km,hata_km,hiz_t24_km_s,delta_mesafe_km,cop_inclination_deg,cop_eccentricity,cop_sma_km,cop_perigee_km,cop_apogee_km,roket_govdesi,malzeme,yanma_orani,yere_dusme_riski,orbital_risk_skoru,bilesik_risk_skoru,risk_sinifi,trend,hesap_utc
GOKTURK 2,STARLINK-32022,aktif_uydular,10416.12,14.235,4620.93,6706.33,2085.4,11.24,-3709.79,53.16,0.0001,6853.3614,481.6891,483.0338,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-32189,aktif_uydular,3614.42,14.092,4620.97,5245.96,624.99,13.739,1631.54,53.1595,0.0001,6853.3541,481.605,483.1032,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-34508,aktif_uydular,11151.91,14.095,4621.01,7191.34,2570.33,10.462,-3960.57,53.1558,0.0001,6853.3761,481.6366,483.1156,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,ONEWEB-0195,aktif_uydular,14564.17,14.527,4621.78,4346.61,-275.17,3.851,-10217.55,87.8954,0.0002,7583.9238,1211.4358,1214.4118,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,ONEWEB-0671,aktif_uydular,13591.55,13.976,4622.11,5723.87,1101.76,7.244,-7867.68,87.92,0.0002,7563.9029,1191.5452,1194.2606,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-33567,aktif_uydular,9499.12,13.441,4622.49,5393.05,770.56,12.39,-4106.07,53.1588,0.0001,6853.3262,481.6717,482.9807,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
TURKSAT 4B,SYRACUSE 3A,aktif_uydular,4072.01,0.227,4622.87,4086.95,-535.92,0.226,14.94,4.4354,0.0004,42165.4079,35778.6254,35810.1904,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,ONEWEB-0673,aktif_uydular,14259.34,14.038,4623.01,3985.25,-637.76,0.9,-10274.08,87.92,0.0002,7563.9065,1191.6032,1194.2097,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,FOSSASAT-2E20 (TAT-O),aktif_uydular,1465.13,14.979,4623.58,2982.17,-1641.41,14.713,1517.04,97.3212,0.0002,6861.3014,489.0273,491.5756,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-5716,aktif_uydular,5530.92,14.623,4625.61,4534.21,-91.4,13.588,-996.7,43.0009,0.0001,6863.9512,492.1213,493.781,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-37034,aktif_uydular,9927.89,4.961,4625.77,3260.01,-1365.76,12.165,-6667.88,53.1596,0.0001,6705.99,334.2208,335.7592,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,ZIYUAN 1-02C (ZY 1-02C),aktif_uydular,5381.46,13.675,4626.14,5265.65,639.51,13.869,-115.81,98.4137,0.0006,7142.7814,767.2136,776.3492,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,ONEWEB-0312,aktif_uydular,14003.82,14.533,4626.32,2697.35,-1928.97,5.449,-11306.46,87.9175,0.0002,7571.8501,1199.4992,1202.2009,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-31738,aktif_uydular,11085.22,14.097,4626.39,4010.55,-615.84,9.163,-7074.66,42.9997,0.0001,6861.2073,489.3414,491.0731,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-36725,aktif_uydular,12451.11,5.801,4627.07,4028.29,-598.78,12.528,-8422.81,53.1578,0.0001,6652.0025,280.4804,281.5247,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,STARLINK-33982,aktif_uydular,4870.48,15.118,4627.99,4229.0,-398.99,14.137,-641.48,53.1596,0.0001,6853.3496,481.4916,483.2076,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-36382,aktif_uydular,5167.38,5.998,4628.21,5305.68,677.47,5.594,138.3,97.2833,0.0004,6721.9951,348.3729,353.6174,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-33718,aktif_uydular,7121.06,14.573,4628.93,2656.99,-1971.94,13.494,-4464.06,43.0045,0.0002,6861.1535,488.7655,491.5415,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,ITUPSAT1,aktif_uydular,2034.33,2.261,4630.08,836.45,-3793.63,1.532,-1197.88,98.41,0.0008,7070.3291,693.4119,705.2463,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-34773,aktif_uydular,5338.02,14.325,4630.11,1989.87,-2640.24,14.229,-3348.14,53.159,0.0001,6853.4243,481.5724,483.2762,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,ONEWEB-0325,aktif_uydular,14236.67,14.345,4631.28,2158.33,-2472.95,2.336,-12078.34,87.9236,0.0002,7567.8705,1195.5113,1198.2297,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-36997,aktif_uydular,9719.64,4.386,4631.33,4324.7,-306.63,11.366,-5394.93,53.1589,0.0002,6705.7024,333.6858,335.7189,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,ONEWEB-0530,aktif_uydular,11940.79,14.256,4632.72,4984.6,351.88,6.595,-6956.19,87.9137,0.0001,7559.912,1188.0245,1189.7995,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-32776,aktif_uydular,2025.01,14.504,4633.15,3376.88,-1256.27,15.058,1351.88,53.1582,0.0001,6853.3877,481.457,483.3184,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,FLOCK 4Q-2,aktif_uydular,628.93,15.027,4634.11,3961.71,-672.4,14.51,3332.78,97.3842,0.0007,6806.6257,430.6889,440.5626,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,GHGSAT-C5,aktif_uydular,6773.52,14.826,4634.98,5451.39,816.41,14.316,-1322.13,97.6551,0.0008,6844.3467,468.0053,478.688,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,KUIPER-00063,aktif_uydular,13583.74,5.755,4635.13,4726.73,91.6,14.939,-8857.0,51.9026,0.0,7007.6768,636.4722,636.8814,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,ONEWEB-0696,aktif_uydular,12247.37,13.664,4636.01,3137.5,-1498.51,8.681,-9109.87,87.8928,0.0002,7579.9155,1207.3169,1210.5141,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-30410,aktif_uydular,10158.41,14.371,4636.06,3421.35,-1214.71,11.389,-6737.06,53.1604,0.0001,6853.415,481.6036,483.2265,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-36948,aktif_uydular,2058.52,4.079,4639.41,3504.6,-1134.81,2.901,1446.08,97.2824,0.0001,6706.4973,334.6885,336.3061,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-34766,aktif_uydular,4832.66,13.386,4640.41,5178.79,538.38,12.854,346.13,42.9976,0.0002,6861.1446,489.1044,491.1847,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,FLOCK 4G-36,aktif_uydular,3275.4,14.617,4641.54,1418.76,-3222.78,15.03,-1856.64,97.4035,0.0004,6860.9541,487.4876,492.4206,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-33593,aktif_uydular,11698.05,13.614,4641.76,4408.21,-233.55,8.079,-7289.83,53.1567,0.0001,6853.3446,481.6167,483.0724,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-31700,aktif_uydular,3720.27,14.462,4641.89,2076.95,-2564.94,14.675,-1643.32,53.161,0.0002,6853.3864,481.3516,483.4213,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-31324,aktif_uydular,6343.4,14.078,4642.33,2785.19,-1857.14,13.943,-3558.21,53.1596,0.0001,6853.4119,481.549,483.2747,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-31205,aktif_uydular,11007.39,13.898,4643.14,4062.82,-580.32,8.431,-6944.57,43.0055,0.0001,6861.1785,489.6063,490.7507,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,ONEWEB-0713,aktif_uydular,12822.76,14.207,4643.46,5061.58,418.12,6.846,-7761.17,87.8899,0.0002,7595.8239,1223.6686,1225.9793,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-34080,aktif_uydular,13291.86,14.57,4643.88,5152.0,508.12,5.422,-8139.86,53.1598,0.0001,6853.3247,481.5866,483.0628,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,STARLINK-35066,aktif_uydular,13837.58,14.957,4644.44,3254.41,-1390.03,4.424,-10583.17,97.6032,0.0002,6927.6573,555.179,558.1357,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-3668,aktif_uydular,12782.83,13.672,4645.87,1694.83,-2951.04,9.422,-11087.99,53.2171,0.0002,6917.8824,545.7728,547.9921,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-30389,aktif_uydular,3784.42,14.622,4648.21,4173.53,-474.68,14.417,389.11,43.0037,0.0001,6863.6925,491.8984,493.4867,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-2461,aktif_uydular,3895.22,14.546,4649.06,5448.86,799.8,13.828,1553.64,53.1607,0.0001,6853.3593,481.526,483.1927,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-35418,aktif_uydular,3697.27,14.005,4649.35,5622.41,973.06,13.693,1925.14,53.1589,0.0001,6853.3456,481.502,483.1893,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-31835,aktif_uydular,13014.57,14.718,4650.41,3159.59,-1490.82,4.772,-9854.99,53.1606,0.0001,6853.3807,481.5425,483.2188,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-36111,aktif_uydular,11447.11,13.682,4651.51,3687.23,-964.28,7.271,-7759.88,53.1584,0.0001,6853.3875,481.5068,483.2682,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,STARLINK-31222,aktif_uydular,6130.98,15.141,4651.54,4333.69,-317.85,13.539,-1797.29,53.1598,0.0001,6853.381,481.6531,483.1088,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-36596,aktif_uydular,3156.8,14.556,4651.78,2196.57,-2455.21,15.138,-960.23,97.2855,0.0002,6841.1847,469.0531,471.3162,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-31319,aktif_uydular,9613.24,13.565,4653.1,1693.51,-2959.59,10.38,-7919.73,43.0019,0.0001,6861.184,489.5754,490.7926,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-31880,aktif_uydular,12066.47,13.558,4653.51,4851.85,198.34,9.139,-7214.62,43.0007,0.0002,6861.1305,489.0012,491.2599,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-5781,aktif_uydular,11789.63,14.36,4654.74,3295.68,-1359.06,7.343,-8493.95,42.9997,0.0001,6863.7459,491.8159,493.676,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-30481,aktif_uydular,10393.02,14.345,4655.87,3869.79,-786.08,10.478,-6523.23,42.999,0.0002,6863.6613,491.3826,493.94,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-11312 [DTC],aktif_uydular,8853.57,5.861,4656.83,3014.13,-1642.7,9.812,-5839.44,53.1599,0.0001,6737.9045,366.0595,367.7494,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-31650,aktif_uydular,3749.24,14.186,4658.02,3329.12,-1328.9,14.185,-420.12,43.0026,0.0001,6861.1815,489.3472,491.0158,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,STARLINK-34638,aktif_uydular,3321.21,14.792,4658.16,3728.26,-929.9,14.951,407.05,53.1596,0.0001,6853.3382,481.4151,483.2614,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-32366,aktif_uydular,11342.49,13.66,4659.17,3743.41,-915.76,7.131,-7599.07,53.1624,0.0001,6853.3624,481.6722,483.0525,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-36756,aktif_uydular,4145.59,4.562,4660.44,4252.92,-407.52,4.722,107.33,97.2846,0.0002,6722.0393,349.3776,352.7009,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,ONEWEB-0360,aktif_uydular,11739.04,13.978,4660.86,5668.85,1007.99,6.559,-6070.19,87.9146,0.0002,7559.9116,1187.6664,1190.1567,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,GOSAT-GW (IBUKI GW),aktif_uydular,5285.65,4.242,4661.09,4541.37,-119.72,6.266,-744.28,98.0504,0.0001,7046.9761,674.967,676.9852,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,STARLINK-4464,aktif_uydular,13379.34,14.522,4661.52,5387.86,726.34,5.997,-7991.48,97.6051,0.0002,6917.5006,545.1323,547.8689,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-5712,aktif_uydular,11183.94,14.091,4662.57,3683.63,-978.94,8.72,-7500.3,42.9992,0.0002,6867.2766,495.0727,497.4804,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-30153,aktif_uydular,12004.97,13.991,4664.1,6610.87,1946.77,8.676,-5394.1,43.0011,0.0002,6861.1085,488.8653,491.3518,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-35209,aktif_uydular,4091.42,14.108,4664.96,4556.88,-108.08,13.57,465.46,53.1568,0.0001,6853.3768,481.4715,483.2821,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,STARLINK-34917,aktif_uydular,13533.48,14.734,4665.99,5811.95,1145.96,6.597,-7721.54,97.6042,0.0002,6927.7044,555.1762,558.2327,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-36694,aktif_uydular,7471.17,14.485,4666.07,4689.4,23.33,13.602,-2781.76,97.2845,0.0001,6843.6513,471.7384,473.5642,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,STARLINK-34761,aktif_uydular,13023.05,14.414,4666.53,7005.54,2339.01,7.882,-6017.51,97.6035,0.0002,6927.6281,555.2066,558.0497,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-37116,aktif_uydular,2484.3,3.744,4667.61,4214.64,-452.97,4.503,1730.34,97.2819,0.0001,6706.2334,334.4789,335.9878,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-3908,aktif_uydular,12826.35,13.846,4668.31,5500.85,832.54,9.184,-7325.5,53.219,0.0002,6917.8813,545.5835,548.1791,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,DONGPO 10,aktif_uydular,13633.24,14.614,4668.42,5156.82,488.4,5.582,-8476.42,97.6871,0.0006,6845.8004,470.8799,478.721,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-11129 [DTC],aktif_uydular,11601.28,2.906,4668.48,4138.26,-530.22,12.42,-7463.02,53.1604,0.0001,6737.8645,366.1369,367.5922,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,STARLINK-32241,aktif_uydular,5123.91,15.13,4669.46,4717.75,48.29,13.662,-406.16,53.1608,0.0001,6853.3869,481.4911,483.2826,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-5511,aktif_uydular,11397.77,14.346,4670.83,2937.48,-1733.35,8.045,-8460.29,42.9992,0.0001,6868.1589,496.1829,498.1349,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,KUIPER-00213,aktif_uydular,5270.45,15.124,4671.39,4698.9,27.51,13.745,-571.55,51.8803,0.0016,6849.9639,467.8224,490.1053,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,STARLINK-34786,aktif_uydular,13680.4,14.868,4672.53,4983.72,311.19,5.872,-8696.68,97.6038,0.0002,6927.6256,554.9387,558.3125,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,LEMUR-2-EMBRIONOVIS,aktif_uydular,6520.18,14.688,4676.73,6010.83,1334.1,14.474,-509.35,97.6162,0.0008,6838.3127,461.6225,473.0029,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,FENGYUN 3A,aktif_uydular,13801.59,14.152,4677.15,4317.54,-359.61,6.957,-9484.05,98.6821,0.0009,7205.0062,827.5822,840.4302,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,ONEWEB-0688,aktif_uydular,13927.16,14.232,4677.17,4467.98,-209.19,6.592,-9459.19,87.9166,0.0001,7571.8439,1200.3449,1201.3429,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-32956,aktif_uydular,3550.1,14.047,4678.35,4274.73,-403.62,13.888,724.64,43.0004,0.0001,6861.1257,489.1294,491.1219,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,ONEWEB-0689,aktif_uydular,13145.28,14.368,4679.4,3840.92,-838.48,4.466,-9304.35,87.8909,0.0002,7595.8235,1223.4175,1226.2295,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-36812,aktif_uydular,8245.36,14.714,4679.96,3038.48,-1641.48,11.751,-5206.88,97.2844,0.0001,6843.8165,471.8686,473.7643,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-36626,aktif_uydular,4064.44,14.373,4680.56,4836.85,156.29,13.912,772.41,97.2863,0.0002,6843.6939,471.5921,473.7957,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-31202,aktif_uydular,11280.61,13.588,4680.74,4011.29,-669.45,10.264,-7269.32,43.0019,0.0004,6861.5564,488.1096,493.0033,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,TIANMU-1 22,aktif_uydular,4665.27,14.957,4682.55,4237.7,-444.85,13.319,-427.57,97.4393,0.0002,6854.5698,481.9288,485.2108,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 1A,STARLINK-4579,aktif_uydular,13411.53,14.406,4684.24,819.43,-3864.81,1.975,-12592.1,97.6038,0.0002,6927.647,555.2442,558.0499,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,CARTOSAT-2B,aktif_uydular,13457.65,2.328,4684.61,3453.81,-1230.8,13.718,-10003.84,97.9753,0.0013,7011.7119,631.7818,649.642,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,ZY-1 02E,aktif_uydular,1553.09,14.783,4684.79,1468.21,-3216.58,14.777,-84.88,98.446,0.0002,7151.8684,779.6676,782.0692,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,UZAKLASYOR,2026-03-28T18:22:13.487870+00:00
IMECE,STARLINK-11404 [DTC],aktif_uydular,6911.12,5.836,4685.2,1588.48,-3096.72,8.382,-5322.64,53.1578,0.0001,6737.8001,366.0448,367.5554,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
GOKTURK 2,STARLINK-35987,aktif_uydular,11109.64,14.036,4685.56,4074.32,-611.24,9.034,-7035.32,43.0003,0.0002,6861.1286,489.0088,491.2483,False,Karma Malzeme (tahmin edilemiyor),%70,0.4,0.8,0.32,YUKSEK,YAKLASYOR,2026-03-28T18:22:13.487870+00:00
